"Frequency";"Verification test [FTB-101]" (Magnitude (dB));"H1-X1 [open ] TAP-1" (Magnitude (dB));"H2-X2 [open ] TAP-1" (Magnitude (dB));"H3-X3 [open ] TAP-1" (Magnitude (dB));" X1-H0X0 [open] TAP-1" (Magnitude (dB));"X2-H0X0  [open] TAP-1" (Magnitude (dB));"X3-X0H0 [open] TAP-1" (Magnitude (dB));"Y1-Y3  [ open] TAP-1" (Magnitude (dB));"Y2-Y1 [open] TAP-1" (Magnitude (dB));"Y3-Y2 [ open ] TAP-1" (Magnitude (dB));"H1-X0H0 [short X1-X2-X3] TAP-1" (Magnitude (dB));"H2-X0H0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short X1-X2-X3 ] TAP-1" (Magnitude (dB));"H1-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H2-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"H3-H0X0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"X1-H0X0 [short Y1-Y2-Y3] TAP-1" (Magnitude (dB));"X2-H0X0 [short Y1-Y2-Y3, ] TAP-1" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1" (Magnitude (dB));"Verification test [FTB-101] (1)" (Magnitude (dB));"X3-X0H0 [short Y1-Y2-Y3 ] TAP-1 (1)" (Magnitude (dB))
387731,000000;-0,147958;-18,795792;-18,749639;-18,264762;-27,113395;-26,687461;-26,601748;-23,633568;-20,777665;-21,492685;-37,635698;-36,858605;-35,782131;-38,841888;-37,369167;-36,318443;-27,111563;-26,698085;-26,593023;-0,132025;-26,552962
389969,000000;-0,148832;-18,702308;-18,652779;-18,188773;-26,982237;-26,559595;-26,504136;-23,416331;-20,620801;-21,173131;-37,508481;-36,743576;-35,701640;-38,712038;-37,251209;-36,257316;-26,982315;-26,570156;-26,495637;-0,132757;-26,452442
392220,000000;-0,149646;-18,604715;-18,550443;-18,111346;-26,853451;-26,433621;-26,402506;-23,178420;-20,449342;-20,830232;-37,382201;-36,627105;-35,620787;-38,586833;-37,134020;-36,193198;-26,855268;-26,444267;-26,393816;-0,133560;-26,348363
394485,000000;-0,150538;-18,506450;-18,445158;-18,033218;-26,728846;-26,311675;-26,296473;-22,919323;-20,262076;-20,464374;-37,262419;-36,513046;-35,540887;-38,471634;-37,022705;-36,125935;-26,731692;-26,322496;-26,287852;-0,134256;-26,240329
396762,000000;-0,151590;-18,408272;-18,337978;-17,955650;-26,607285;-26,194058;-26,185148;-22,639390;-20,058199;-20,076108;-37,151773;-36,404198;-35,462539;-38,368878;-36,919559;-36,055988;-26,611077;-26,205390;-26,176636;-0,135236;-26,127132
399053,000000;-0,152456;-18,309619;-18,228703;-17,878087;-26,481776;-26,074463;-26,065133;-22,338849;-19,837369;-19,666268;-37,041282;-36,295165;-35,381677;-38,267536;-36,819309;-35,981568;-26,486082;-26,086444;-26,056564;-0,136100;-26,006783
401356,000000;-0,153605;-18,209740;-18,118058;-17,798379;-26,346794;-25,945394;-25,936374;-22,018721;-19,599656;-19,238491;-36,919072;-36,176795;-35,293068;-38,154151;-36,709791;-35,901384;-26,351412;-25,958441;-25,927914;-0,137106;-25,878794
403673,000000;-0,154330;-18,107922;-18,005628;-17,713253;-26,202090;-25,806021;-25,804004;-21,679643;-19,345450;-18,796926;-36,786009;-36,046506;-35,193659;-38,027541;-36,586494;-35,816780;-26,206863;-25,820370;-25,795418;-0,138139;-25,749548
406004,000000;-0,155436;-18,004454;-17,892113;-17,621485;-26,051437;-25,659646;-25,673922;-21,323565;-19,075718;-18,350612;-36,650404;-35,910818;-35,084566;-37,895725;-36,454986;-35,732461;-26,055797;-25,674806;-25,666597;-0,139012;-25,627509
408348,000000;-0,156452;-17,900021;-17,779121;-17,523947;-25,896415;-25,508781;-25,550628;-20,953694;-18,792541;-17,910395;-36,519094;-35,775986;-34,969669;-37,763194;-36,321115;-35,655165;-25,899618;-25,524961;-25,545052;-0,140018;-25,519892
410705,000000;-0,157230;-17,797638;-17,670037;-17,422649;-25,738324;-25,355825;-25,436009;-20,573703;-18,500016;-17,492066;-36,397196;-35,648479;-34,853053;-37,634970;-36,191125;-35,591666;-25,739855;-25,372254;-25,434093;-0,140849;-25,433817
413076,000000;-0,158213;-17,701845;-17,571561;-17,319073;-25,581920;-25,204519;-25,330999;-20,190381;-18,205712;-17,115866;-36,290630;-35,538288;-34,739642;-37,517026;-36,073657;-35,549208;-25,578700;-25,219572;-25,335220;-0,141599;-25,376367
415461,000000;-0,159088;-17,620429;-17,494279;-17,213944;-25,437309;-25,061776;-25,235332;-19,811747;-17,920370;-16,806130;-36,211654;-35,462488;-34,636306;-37,424004;-35,984796;-35,531224;-25,424421;-25,072875;-25,249580;-0,142411;-25,351385
417860,000000;-0,159946;-17,563553;-17,450453;-17,107893;-25,327790;-24,944469;-25,151562;-19,448605;-17,659615;-16,590365;-36,183453;-35,448538;-34,557689;-37,385221;-35,950451;-35,540419;-25,297192;-24,945590;-25,181036;-0,143232;-25,361652
420272,000000;-0,160920;-17,535776;-17,437445;-17,001338;-25,289347;-24,881131;-25,084674;-19,109832;-17,440873;-16,490054;-36,234765;-35,520430;-34,526828;-37,439256;-35,995415;-35,574794;-25,227877;-24,863081;-25,135843;-0,144407;-25,401824
422698,000000;-0,161955;-17,527475;-17,431110;-16,893401;-25,346561;-24,900900;-25,041779;-18,798061;-17,276881;-16,513279;-36,378113;-35,676841;-34,562471;-37,600242;-36,122487;-35,625195;-25,236047;-24,846903;-25,119525;-0,145219;-25,456204
425138,000000;-0,163221;-17,516243;-17,405558;-16,784389;-25,463565;-24,995635;-25,026334;-18,509596;-17,173827;-16,649577;-36,584971;-35,879791;-34,650464;-37,814708;-36,293747;-35,674834;-25,284957;-24,881619;-25,131404;-0,146217;-25,499042
427593,000000;-0,164079;-17,474969;-17,340982;-16,674536;-25,562354;-25,108336;-25,039110;-18,235009;-17,129961;-16,869562;-36,789249;-36,064984;-34,747324;-37,983425;-36,434450;-35,707891;-25,303060;-24,911152;-25,160841;-0,147127;-25,508732
430061,000000;-0,165009;-17,388115;-17,233440;-16,564535;-25,601249;-25,185958;-25,075196;-17,961760;-17,138455;-17,128900;-36,940298;-36,192133;-34,823807;-38,061591;-36,500497;-35,717912;-25,266255;-24,898701;-25,192430;-0,148002;-25,476805
432544,000000;-0,166018;-17,264955;-17,097937;-16,454581;-25,583374;-25,212098;-25,119525;-17,680671;-17,192542;-17,376098;-37,030785;-36,263415;-34,873825;-38,079189;-36,514616;-35,708792;-25,201073;-24,855436;-25,207366;-0,148982;-25,406792
435041,000000;-0,167081;-17,123971;-16,951970;-16,344633;-25,519548;-25,187710;-25,148639;-17,404398;-17,299765;-17,568146;-37,070865;-36,291197;-34,896480;-38,088036;-36,520491;-35,689258;-25,141995;-24,809393;-25,191246;-0,149822;-25,306483
437553,000000;-0,167966;-16,980637;-16,808055;-16,233075;-25,418438;-25,118790;-25,143032;-17,176148;-17,495646;-17,692117;-37,068696;-36,281908;-34,891993;-38,122605;-36,546541;-35,667236;-25,109040;-24,778893;-25,139421;-0,150847;-25,184286
440079,000000;-0,169108;-16,850200;-16,678268;-16,118487;-25,292190;-25,014892;-25,094022;-17,060085;-17,836889;-17,779322;-37,028687;-36,240453;-34,866078;-38,191805;-36,597114;-35,644532;-25,106037;-24,765637;-25,053737;-0,151872;-25,045799
442619,000000;-0,170038;-16,753193;-16,579931;-16,001278;-25,157789;-24,893283;-24,999526;-17,114183;-18,378601;-17,893884;-36,952582;-36,170756;-34,827350;-38,275509;-36,653122;-35,616381;-25,121656;-24,758649;-24,937014;-0,152942;-24,891590
445174,000000;-0,171075;-16,722467;-16,544557;-15,884224;-25,045069;-24,781001;-24,864419;-17,364741;-19,147938;-18,101079;-36,836793;-36,075536;-34,791846;-38,331524;-36,683959;-35,577038;-25,149771;-24,753092;-24,792335;-0,153835;-24,722175
447744,000000;-0,172324;-16,803425;-16,613566;-15,773263;-25,001967;-24,722145;-24,699152;-17,790900;-20,127141;-18,439931;-36,671397;-35,953286;-34,784552;-38,313409;-36,663823;-35,525047;-25,214615;-24,774512;-24,627238;-0,154808;-24,542261
450329,000000;-0,173228;-17,025542;-16,809799;-15,681013;-25,088824;-24,777673;-24,518293;-18,334966;-21,268901;-18,919389;-36,447539;-35,793148;-34,834535;-38,188068;-36,575654;-35,461715;-25,375367;-24,881650;-24,454030;-0,155816;-24,361060
452929,000000;-0,174255;-17,344435;-17,097875;-15,629395;-25,337901;-24,993644;-24,341351;-18,938124;-22,537333;-19,542199;-36,178585;-35,582469;-34,949007;-37,962310;-36,412584;-35,385658;-25,671118;-25,124131;-24,289673;-0,156850;-24,194663
455544,000000;-0,175541;-17,632192;-17,385607;-15,657273;-25,685965;-25,331047;-24,206637;-19,563732;-23,912835;-20,322911;-35,920098;-35,349226;-35,061613;-37,696180;-36,199252;-35,288320;-26,036301;-25,462686;-24,169935;-0,157974;-24,077315
458174,000000;-0,176702;-17,782283;-17,575765;-15,819624;-25,990962;-25,644960;-24,185911;-20,184834;-25,343411;-21,257459;-35,744426;-35,173953;-35,032343;-37,468736;-36,003087;-35,153993;-26,319169;-25,753725;-24,162834;-0,158894;-24,077218
460819,000000;-0,177766;-17,793055;-17,641985;-16,156236;-26,156039;-25,808174;-24,371542;-20,777152;-26,744051;-22,290163;-35,697881;-35,120002;-34,769556;-37,325135;-35,882115;-34,965970;-26,428157;-25,884230;-24,358406;-0,160000;-24,281991
463479,000000;-0,178847;-17,718527;-17,615410;-16,604807;-26,181024;-25,810174;-24,774602;-21,326074;-28,046952;-23,320747;-35,760885;-35,167577;-34,358484;-37,258427;-35,828700;-34,731540;-26,383702;-25,858685;-24,767411;-0,161043;-24,701496
466155,000000;-0,179956;-17,598661;-17,522314;-16,976649;-26,111582;-25,705511;-25,225990;-21,828294;-29,224932;-24,245209;-35,848174;-35,228390;-33,981398;-37,228326;-35,790686;-34,504608;-26,249991;-25,738324;-25,221790;-0,162097;-25,166932
468846,000000;-0,181046;-17,455635;-17,391781;-17,122350;-25,990443;-25,550151;-25,518826;-22,284625;-30,286026;-24,992301;-35,891744;-35,248723;-33,724933;-37,202607;-35,743787;-34,337640;-26,078291;-25,577132;-25,515089;-0,163265;-25,471749
471553,000000;-0,182031;-17,314163;-17,257604;-17,062005;-25,842961;-25,377996;-25,607193;-22,699924;-31,253869;-25,540728;-35,895859;-35,240735;-33,565050;-37,178032;-35,698675;-34,233226;-25,893949;-25,404041;-25,603153;-0,164336;-25,569855
474275,000000;-0,183211;-17,185943;-17,126467;-16,891882;-25,675825;-25,199808;-25,557889;-23,079632;-32,150246;-25,908806;-35,874441;-35,213259;-33,451391;-37,145517;-35,652848;-34,165388;-25,700955;-25,225641;-25,553131;-0,165212;-25,529179
477013,000000;-0,184497;-17,061756;-16,983582;-16,684374;-25,490016;-25,016208;-25,439632;-23,426918;-32,992946;-26,131899;-35,820054;-35,151258;-33,352726;-37,085633;-35,583304;-34,111116;-25,500793;-25,040180;-25,434028;-0,166514;-25,417142
479767,000000;-0,185801;-16,932546;-16,826419;-16,473833;-25,294459;-24,829104;-25,289235;-23,741853;-33,788555;-26,247245;-35,731451;-35,052026;-33,255529;-36,996788;-35,483480;-34,057051;-25,298247;-24,849908;-25,283265;-0,167372;-25,270540
482537,000000;-0,186893;-16,806912;-16,667372;-16,273760;-25,097739;-24,642803;-25,123347;-24,024364;-34,535297;-26,285882;-35,625353;-34,931932;-33,157510;-36,894859;-35,367601;-33,997659;-25,099238;-24,660492;-25,116551;-0,168417;-25,106616
485322,000000;-0,188215;-16,697489;-16,519560;-16,088482;-24,906338;-24,461809;-24,951732;-24,275395;-35,225533;-26,267418;-35,523905;-34,809126;-33,059765;-36,798737;-35,251085;-33,933443;-24,907239;-24,476383;-24,944209;-0,169551;-24,936001
488124,000000;-0,189431;-16,602986;-16,392894;-15,918957;-24,725108;-24,289887;-24,783050;-24,494565;-35,848874;-26,203385;-35,435279;-34,700292;-32,966045;-36,717703;-35,147830;-33,868583;-24,727009;-24,301794;-24,775144;-0,170818;-24,767336
490942,000000;-0,190515;-16,509442;-16,293407;-15,763392;-24,565121;-24,134406;-24,623687;-24,681282;-36,386531;-26,098443;-35,354922;-34,620723;-32,884535;-36,653772;-35,070718;-33,808078;-24,567942;-24,143821;-24,615113;-0,171952;-24,607846
493776,000000;-0,192184;-16,403624;-16,214911;-15,620577;-24,447216;-24,008420;-24,478884;-24,831725;-36,817864;-25,955664;-35,278883;-34,578742;-32,828664;-36,615860;-35,029893;-33,755903;-24,450956;-24,016416;-24,470131;-0,173440;-24,462244
496627,000000;-0,193418;-16,280379;-16,132054;-15,486734;-24,393654;-23,930693;-24,346922;-24,941032;-37,115118;-25,777409;-35,212359;-34,566467;-32,809893;-36,619038;-35,026070;-33,711784;-24,397155;-23,938755;-24,338244;-0,174743;-24,329675
499494,000000;-0,194626;-16,143914;-16,024935;-15,358536;-24,392401;-23,905003;-24,220987;-25,012263;-37,249120;-25,565172;-35,157076;-34,560939;-32,820946;-36,654008;-35,047752;-33,671157;-24,393654;-23,914471;-24,212603;-0,175762;-24,203523
502378,000000;-0,195772;-16,000840;-15,895858;-15,233707;-24,386858;-23,898360;-24,092384;-25,056193;-37,210100;-25,318845;-35,097449;-34,535899;-32,829083;-36,675129;-35,065697;-33,626215;-24,383691;-23,908135;-24,085110;-0,176994;-24,075676
505278,000000;-0,197212;-15,855717;-15,756461;-15,110104;-24,345490;-23,869224;-23,957421;-25,079372;-37,008721;-25,036410;-35,019900;-34,482675;-32,812095;-36,662580;-35,055367;-33,571719;-24,338645;-23,878070;-23,951299;-0,178200;-23,942187
508195,000000;-0,198438;-15,711018;-15,615017;-14,986770;-24,272540;-23,807069;-23,816418;-25,079715;-36,657790;-24,718795;-34,923551;-34,408623;-32,768238;-36,621922;-35,016375;-33,506081;-24,263439;-23,814397;-23,810893;-0,179158;-23,801927
511128,000000;-0,199931;-15,568794;-15,475118;-14,863626;-24,165668;-23,713423;-23,671276;-25,055152;-36,166230;-24,367305;-34,807215;-34,313462;-32,696270;-36,546541;-34,948910;-33,430818;-24,155123;-23,718459;-23,666452;-0,180585;-23,657516
514079,000000;-0,201149;-15,430093;-15,337843;-14,740495;-24,025951;-23,588379;-23,526069;-25,003898;-35,551342;-23,985439;-34,672308;-34,197437;-32,597809;-36,436928;-34,851325;-33,349696;-24,014582;-23,591018;-23,521403;-0,181969;-23,513304
517047,000000;-0,202109;-15,298273;-15,203503;-14,618244;-23,866309;-23,442448;-23,386931;-24,924296;-34,831756;-23,576557;-34,530761;-34,069373;-32,482889;-36,309181;-34,732914;-33,268884;-23,854781;-23,442203;-23,381840;-0,183042;-23,374305
520032,000000;-0,203460;-15,180932;-15,071752;-14,497137;-23,700034;-23,287812;-23,258009;-24,815409;-34,028439;-23,146068;-34,400368;-33,941222;-32,362651;-36,184573;-34,608340;-33,193418;-23,688352;-23,285225;-23,252600;-0,184107;-23,245290
523034,000000;-0,204945;-15,090437;-14,947696;-14,378286;-23,532707;-23,132280;-23,142550;-24,674882;-33,157194;-22,701915;-34,302095;-33,822611;-32,241993;-36,082449;-34,488798;-33,127181;-23,521742;-23,126825;-23,136192;-0,185615;-23,129290
526054,000000;-0,206377;-15,043185;-14,839712;-14,261444;-23,367646;-22,978700;-23,042824;-24,500906;-32,229096;-22,255083;-34,259964;-33,726578;-32,123689;-36,025209;-34,386430;-33,072001;-23,357707;-22,970601;-23,035528;-0,186813;-23,028927
529091,000000;-0,207632;-15,038278;-14,766656;-14,145798;-23,209208;-22,829569;-22,959273;-24,289218;-31,251109;-21,821468;-34,280981;-33,675685;-32,010714;-36,023121;-34,321905;-33,027867;-23,201230;-22,819673;-22,950803;-0,187967;-22,944071
532145,000000;-0,209099;-15,033324;-14,744573;-14,031061;-23,065899;-22,690553;-22,885717;-24,033010;-30,228112;-21,421836;-34,319376;-33,693107;-31,909004;-36,048710;-34,319556;-32,989496;-23,059461;-22,679927;-22,875793;-0,189307;-22,868588
535217,000000;-0,210692;-14,980384;-14,754111;-13,917172;-22,948583;-22,570830;-22,809873;-23,722685;-29,160956;-21,083078;-34,315402;-33,766448;-31,825706;-36,062168;-34,374604;-32,948170;-22,943741;-22,560618;-22,798345;-0,190861;-22,790066
538307,000000;-0,212098;-14,875751;-14,737082;-13,805055;-22,852397;-22,473761;-22,717768;-23,348647;-28,043750;-20,833846;-34,254180;-33,828968;-31,759160;-36,046892;-34,436639;-32,895645;-22,848622;-22,465866;-22,705555;-0,192024;-22,695823
541415,000000;-0,213585;-14,741206;-14,663141;-13,694662;-22,750169;-22,382711;-22,604139;-22,907953;-26,877269;-20,702678;-34,148278;-33,824061;-31,691952;-35,994320;-34,452767;-32,830719;-22,747308;-22,377993;-22,591957;-0,193329;-22,581124
544540,000000;-0,214876;-14,595510;-14,544145;-13,587521;-22,623715;-22,272668;-22,474350;-22,405058;-25,682021;-20,713299;-34,009767;-33,752221;-31,610567;-35,905177;-34,407848;-32,758611;-22,622928;-22,269982;-22,461886;-0,194679;-22,451156
547684,000000;-0,215926;-14,448503;-14,402419;-13,482301;-22,473599;-22,137265;-22,337314;-21,849172;-24,490791;-20,878323;-33,855002;-33,640362;-31,513869;-35,792988;-34,318969;-32,684701;-22,476568;-22,136687;-22,324626;-0,195408;-22,314211
550846,000000;-0,217387;-14,310393;-14,257497;-13,378584;-22,306346;-21,983899;-22,200751;-21,265444;-23,342991;-21,202100;-33,701683;-33,512087;-31,405891;-35,673779;-34,208667;-32,613604;-22,313906;-21,985199;-22,187489;-0,196723;-22,177718
554026,000000;-0,218937;-14,190181;-14,119631;-13,275169;-22,126373;-21,818608;-22,066522;-20,688930;-22,282388;-21,674712;-33,564760;-33,382881;-31,289738;-35,562331;-34,093013;-32,544889;-22,137542;-21,821361;-22,052242;-0,198127;-22,042435
557225,000000;-0,220398;-14,094025;-14,001011;-13,169529;-21,938559;-21,645490;-21,932535;-20,159248;-21,347907;-22,275365;-33,453434;-33,266284;-31,167763;-35,471095;-33,985265;-32,476311;-21,952370;-21,650405;-21,917249;-0,199709;-21,906933
560442,000000;-0,222001;-14,015434;-13,907604;-13,061836;-21,746633;-21,468614;-21,794963;-19,714295;-20,566905;-22,971311;-33,359962;-33,171349;-31,041560;-35,398893;-33,895166;-32,403705;-21,761866;-21,475950;-21,779012;-0,201309;-21,768006
563677,000000;-0,223481;-13,934480;-13,826876;-12,949828;-21,554503;-21,289603;-21,651266;-19,382098;-19,952358;-23,709442;-33,259245;-33,091427;-30,917500;-35,331802;-33,819412;-32,326744;-21,571380;-21,299735;-21,635660;-0,202571;-21,623924
566931,000000;-0,224826;-13,849095;-13,740932;-12,836352;-21,374271;-21,116449;-21,502779;-19,179572;-19,502901;-24,401089;-33,147284;-33,014372;-30,808412;-35,275202;-33,752517;-32,249000;-21,392391;-21,129061;-21,488612;-0,204029;-21,476404
570204,000000;-0,226360;-13,789235;-13,657336;-12,722160;-21,228385;-20,966422;-21,354128;-19,109675;-19,203234;-24,930699;-33,064924;-32,956582;-30,735074;-35,274043;-33,715533;-32,175897;-21,246524;-20,982630;-21,342877;-0,205461;-21,329941
573496,000000;-0,227894;-13,801651;-13,604475;-12,608002;-21,132821;-20,862624;-21,207928;-19,156132;-19,024174;-25,207256;-33,084921;-32,957431;-30,710805;-35,388416;-33,754379;-32,111702;-21,150999;-20,882898;-21,200305;-0,206795;-21,186802
576807,000000;-0,229490;-13,930333;-13,630010;-12,493972;-21,053493;-20,797884;-21,061429;-19,295329;-18,928598;-25,215106;-33,272767;-33,045674;-30,704607;-35,632074;-33,894349;-32,055909;-21,071407;-20,821062;-21,057553;-0,208299;-21,044466
580137,000000;-0,231068;-14,153638;-13,745623;-12,382250;-20,920769;-20,708915;-20,909226;-19,505526;-18,889757;-25,014273;-33,587230;-33,215981;-30,654233;-35,931074;-34,100056;-32,002858;-20,938856;-20,732726;-20,908474;-0,210069;-20,896976
583486,000000;-0,232835;-14,361479;-13,900888;-12,272697;-20,713808;-20,545153;-20,744755;-19,768422;-18,893045;-24,706810;-33,860997;-33,407731;-30,544374;-36,165336;-34,291420;-31,944768;-20,732158;-20,567656;-20,746289;-0,211671;-20,736053
586854,000000;-0,234289;-14,472602;-14,009898;-12,169654;-20,464346;-20,319397;-20,561825;-20,060429;-18,925834;-24,385994;-33,967856;-33,526915;-30,411604;-36,260422;-34,398317;-31,876455;-20,483095;-20,340482;-20,564467;-0,213122;-20,555610
590242,000000;-0,235824;-14,519615;-14,056437;-12,074653;-20,222438;-20,074916;-20,358132;-20,358069;-18,974865;-24,101126;-33,920320;-33,537475;-30,298894;-36,236510;-34,409125;-31,797993;-20,240824;-20,095328;-20,362016;-0,214724;-20,353679
593649,000000;-0,237796;-14,584514;-14,095389;-11,993317;-20,058173;-19,869225;-20,137212;-20,642575;-19,028756;-23,865997;-33,787578;-33,467795;-30,250671;-36,150714;-34,358530;-31,712970;-20,076257;-19,889269;-20,141916;-0,216265;-20,134001
597077,000000;-0,239573;-14,739736;-14,204476;-11,926748;-20,088235;-19,791711;-19,904548;-20,898017;-19,076811;-23,671873;-33,612756;-33,340612;-30,321382;-36,036705;-34,276172;-31,623670;-20,105336;-19,812257;-19,909875;-0,217921;-19,902056
600524,000000;-0,241234;-15,017893;-14,425340;-11,878774;-20,474064;-19,986634;-19,666602;-21,112469;-19,110537;-23,505199;-33,401309;-33,144127;-30,568211;-35,903388;-34,171602;-31,530626;-20,491015;-20,008447;-19,672372;-0,219453;-19,664680
603991,000000;-0,243011;-15,378768;-14,765277;-11,853508;-21,307193;-20,604378;-19,428819;-21,276222;-19,120893;-23,351214;-33,156404;-32,857815;-30,984644;-35,750655;-34,042909;-31,427943;-21,326611;-20,628249;-19,435491;-0,220763;-19,427518
607478,000000;-0,245031;-15,677210;-15,138048;-11,865927;-22,400212;-21,611063;-19,204106;-21,381142;-19,099019;-23,197025;-32,917639;-32,536020;-31,390565;-35,581476;-33,890737;-31,307632;-22,423752;-21,637044;-19,211639;-0,222999;-19,203789
610985,000000;-0,246764;-15,759979;-15,346735;-11,944150;-23,317527;-22,640945;-19,037770;-21,426349;-19,036526;-23,031279;-32,747222;-32,292951;-31,467856;-35,404316;-33,724975;-31,167134;-23,344663;-22,667921;-19,045782;-0,224613;-19,038159
614512,000000;-0,248381;-15,615542;-15,316947;-12,129163;-23,769720;-23,277253;-19,042514;-21,421028;-18,934435;-22,850202;-32,701554;-32,179709;-31,071991;-35,231400;-33,557558;-31,012376;-23,798900;-23,303311;-19,051543;-0,226110;-19,043604
618059,000000;-0,250169;-15,346124;-15,114309;-12,445026;-23,800205;-23,430360;-19,399994;-21,376519;-18,799271;-22,654363;-32,817868;-32,186772;-30,355910;-35,066779;-33,391075;-30,850689;-23,829556;-23,454114;-19,409646;-0,227715;-19,401454
621627,000000;-0,251788;-15,040044;-14,841295;-12,837037;-23,585543;-23,258211;-20,235610;-21,303559;-18,638436;-22,445837;-33,046376;-32,261499;-29,601629;-34,905124;-33,216698;-30,686188;-23,613610;-23,279129;-20,246746;-0,229204;-20,237270
625216,000000;-0,253612;-14,738172;-14,553094;-13,127417;-23,262041;-22,928384;-21,362283;-21,214449;-18,460859;-22,227425;-33,208428;-32,301970;-29,017163;-34,737651;-33,026972;-30,523110;-23,286061;-22,945851;-21,375746;-0,230961;-21,364834
628825,000000;-0,255356;-14,450612;-14,270916;-13,137029;-22,899096;-22,542663;-22,290503;-21,121023;-18,277646;-22,002245;-33,163201;-32,235879;-28,668587;-34,559499;-32,824177;-30,366218;-22,918144;-22,555907;-22,306403;-0,232915;-22,294789
632456,000000;-0,257252;-14,181731;-14,003711;-12,878680;-22,528252;-22,149126;-22,705282;-21,034695;-18,100241;-21,775910;-32,944313;-32,079642;-28,381797;-34,369333;-32,616277;-30,216952;-22,541429;-22,158576;-22,722128;-0,234735;-22,711273
636107,000000;-0,259024;-13,932881;-13,755480;-12,493642;-22,161984;-21,766793;-22,686304;-20,964568;-17,938780;-21,556134;-32,646770;-31,879830;-28,131532;-34,169915;-32,408234;-30,072589;-22,170076;-21,772937;-22,702318;-0,236556;-22,692767
639779,000000;-0,260957;-13,704838;-13,526009;-12,093228;-21,805831;-21,402654;-22,442706;-20,916212;-17,801278;-21,349875;-32,332814;-31,667556;-27,884485;-33,967552;-32,203358;-29,928326;-21,810185;-21,406330;-22,455949;-0,238127;-22,447702
643473,000000;-0,262560;-13,496997;-13,315309;-11,723614;-21,465035;-21,061252;-22,114299;-20,890200;-17,691584;-21,161874;-32,030332;-31,457909;-27,632657;-33,772086;-32,007529;-29,782026;-21,466609;-21,063334;-22,124964;-0,239805;-22,117613
647188,000000;-0,264297;-13,310282;-13,124937;-11,396305;-21,144902;-20,747349;-21,770168;-20,884524;-17,610989;-20,994349;-31,755158;-31,264252;-27,383188;-33,596991;-31,829807;-29,636409;-21,145616;-20,748220;-21,778052;-0,241663;-21,770860
650924,000000;-0,266482;-13,145153;-12,957778;-11,110610;-20,852922;-20,465345;-21,440988;-20,893443;-17,556469;-20,846284;-31,516223;-31,100004;-27,147604;-33,455724;-31,683179;-29,498274;-20,854599;-20,466087;-21,446373;-0,243744;-21,438753
654681,000000;-0,268443;-12,999112;-12,812398;-10,861116;-20,599472;-20,222002;-21,139820;-20,909496;-17,522119;-20,713073;-31,315938;-30,975143;-26,940673;-33,360325;-31,577831;-29,373616;-20,602767;-20,222697;-21,143198;-0,245370;-21,135107
658461,000000;-0,270379;-12,863236;-12,680923;-10,638875;-20,401924;-20,029861;-20,871934;-20,923164;-17,501247;-20,587986;-31,149213;-30,895274;-26,776681;-33,321830;-31,523225;-29,263807;-20,405928;-20,030341;-20,873778;-0,247184;-20,864649
662262,000000;-0,272099;-12,727384;-12,551334;-10,429420;-20,274842;-19,902743;-20,632069;-20,924893;-17,485041;-20,464282;-31,007501;-30,858508;-26,661220;-33,347394;-31,527481;-29,208818;-20,277434;-19,903688;-20,632546;-0,248989;-20,622061
666086,000000;-0,273955;-12,585409;-12,414941;-10,219375;-20,195603;-19,832256;-20,401888;-20,909410;-17,466465;-20,334973;-30,878786;-30,842181;-26,562812;-33,409358;-31,578753;-29,097942;-20,194200;-19,834982;-20,400460;-0,250652;-20,388744
669931,000000;-0,275990;-12,439423;-12,268950;-10,003867;-20,096224;-19,762335;-20,163937;-20,879264;-17,447475;-20,197735;-30,739529;-30,804794;-26,415059;-33,438445;-31,623140;-28,965220;-20,089665;-19,766815;-20,160486;-0,252619;-20,148152
673799,000000;-0,278339;-12,295026;-12,121164;-9,786312;-19,941395;-19,639478;-19,922607;-20,838053;-17,432661;-20,052622;-30,572376;-30,725125;-26,185856;-33,398059;-31,608550;-28,814415;-19,930100;-19,645230;-19,917873;-0,254864;-19,903774
677688,000000;-0,280375;-12,155349;-11,973092;-9,569994;-19,749160;-19,467701;-19,692889;-20,781694;-17,420196;-19,896819;-30,387129;-30,616879;-25,896912;-33,311006;-31,539705;-28,660744;-19,735164;-19,474075;-19,687106;-0,256761;-19,671452
681601,000000;-0,282448;-12,023637;-11,826553;-9,357351;-19,544589;-19,274850;-19,483728;-20,705071;-17,404849;-19,725144;-30,201533;-30,498320;-25,576669;-33,206957;-31,443464;-28,513054;-19,529518;-19,281804;-19,477509;-0,258729;-19,459698
685536,000000;-0,284575;-11,898710;-11,687481;-9,148296;-19,336593;-19,077357;-19,290925;-20,602460;-17,381751;-19,532563;-30,018031;-30,374703;-25,241206;-33,096565;-31,335872;-28,369768;-19,322281;-19,084859;-19,284444;-0,260689;-19,265028
